"","cruise","date_mdy","time_local","station","cast","niskin","depth","date_ymdThms","latitude","longitude","pressure","temperature","salinity","sigmatheta","oxygen_conc","n2o_id","run_date","run_id","d15Na","d15Nb","SP","d15Nbulk","d17O","d18O","n2o_conc","n2o_id_notsure","n2o_at_saturation","n2o_sat_percentage","no2_conc","d15N_no2","d18O_no2","no3_conc","d15N_no3","d18O_no3"
"1","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,1,1500,"2106-12-24T18:51:19",22.66544,-109.344,1483.189,2.9926,34.5837,27.5435,39.329,29,171024,"bottleID_0029",20.91,-1.24,22.15,9.83,29.85,58.65,46.53,8,13.7805496091889,337.649813103054,0,NA,NA,43.35,6.47,2.68
"2","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,2,1250,"2106-12-24T18:51:19",22.66544,-109.344,1262.528,3.4976,34.5598,27.4773,24.989,31,171024,"bottleID_0031",20.74,-1.79,22.53,9.47,29.74,58.43,52.82,10,13.5180330018842,390.737320974417,0,NA,NA,43.98,7.26,2.98
"3","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,3,1000,"2106-12-24T18:51:19",22.66544,-109.344,1008.717,4.3385,34.5219,27.3615,9.752,33,171024,"bottleID_0033",19.1,-1.83,20.92,8.64,29.75,58.45,62.9,12,13.0959796795595,480.300073297883,NA,NA,NA,44.38,7.29,3.94
"4","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,4,850,"2106-12-24T18:51:19",22.66544,-109.344,857.646,4.965,34.4998,27.2746,4.877,35,171023,"bottleID_0035",17.64,-1.29,18.94,8.17,29.68,58.32,68.68,14,12.7929510424255,536.858147680198,0,NA,NA,43.82,8,5.21
"5","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,6,650,"2106-12-24T18:51:19",22.66544,-109.344,655.363,6.2531,34.4909,27.1101,1.131,37,171023,"bottleID_0037",17.51,-0.35,17.85,8.58,31.19,61.34,64.11,16,12.1975145426332,525.598881443595,0,NA,NA,39.65,9.61,7.3
"6","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,7,500,"2106-12-24T18:51:19",22.66544,-109.344,503.484,7.4774,34.4862,26.9397,1.244,39,171023,"bottleID_0039",17.9,1.94,15.96,9.92,30.71,60.37,61.12,18,11.6668437665161,523.87776182805,0,NA,NA,34.87,11.58,9.19
"7","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,10,400,"2106-12-24T18:51:19",22.66544,-109.344,403.034,8.5988,34.5181,26.7974,1.559,41,171023,"bottleID_0041",19.16,3.42,15.75,11.29,30.93,60.81,54.37,20,11.2067101053737,485.155763723461,NA,NA,NA,31.43,13.65,11.19
"8","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,12,350,"2106-12-24T18:51:19",22.66544,-109.344,351.071,9.5322,34.5676,26.6863,1.126,43,171020,"bottleID_0043",19.64,4.61,15.04,12.12,30.72,60.39,43.96,22,10.8417409007346,405.469937000812,NA,NA,NA,28.57,15.53,13.32
"9","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,14,325,"2106-12-24T18:51:19",22.66544,-109.344,326.694,10.0045,34.5914,26.6256,1.207,45,171020,"bottleID_0045",20.54,5,15.54,12.77,30.99,60.93,38.55,24,10.6635683025728,361.511258765969,0,NA,NA,27.01,16.55,13.91
"10","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,16,300,"2106-12-24T18:51:19",22.66544,-109.344,302.724,10.5438,34.6403,26.5703,1.041,47,171020,"bottleID_0047",20.46,6.25,14.21,13.35,31.27,61.49,37.49,26,10.4639337617342,358.278261824421,NA,NA,NA,25.9,17.07,14.68
"11","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,18,275,"2106-12-24T18:51:19",22.66544,-109.344,277.321,10.9746,34.6503,26.5016,2.844,49,171020,"bottleID_0049",19.92,6.79,13.14,13.35,30.41,59.78,34.36,28,10.3099393083026,333.270633051447,0,NA,NA,25.34,16.83,14.55
"12","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,20,250,"2106-12-24T18:51:19",22.66544,-109.344,252.355,11.4312,34.6735,26.4364,3.542,51,171020,"bottleID_0051",19.34,7.3,12.04,13.32,30.08,59.11,33.16,30,10.1495505396502,326.713974874623,NA,NA,NA,24.84,16.61,14.18
"13","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,22,200,"2106-12-24T18:51:19",22.66544,-109.344,202.531,12.6284,34.7486,26.2666,12.133,53,171023,"bottleID_0053",17.96,5.51,12.44,11.73,28.54,56.06,40.87,32,9.74494994024187,419.396715741216,NA,NA,NA,24.66,14.46,11.81
"14","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",3,23,150,"2106-12-24T18:51:19",22.66544,-109.344,151.834,13.3667,34.6577,26.0492,18.476,55,171023,"bottleID_0055",15.64,5.39,10.26,10.52,26.68,52.35,46.97,34,9.51407184379754,493.689776271985,NA,-0.487471055,16.20023556,23.88,13.13,11.08
"15","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,2,140,"2106-12-24T16:24:43",22.66624,-109.348,141.571,14.2159,34.7262,25.9256,29.556,7,171030,"bottleID_0007",14.87,5.13,9.74,10,27.21,53.41,44.15,36,9.24965459262381,477.315120882543,0,NA,NA,23.63,12.619,9.478
"16","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,3,120,"2106-12-24T16:24:43",22.66624,-109.348,120.819,15.0024,34.7014,25.7372,37.992,9,171030,"bottleID_0009",14.09,4.4,9.69,9.25,27.36,53.71,44.92,38,9.01848851400542,498.087899432823,0,NA,NA,22.33,12.257,9.159
"17","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,5,100,"2106-12-24T16:24:43",22.66624,-109.348,100.629,16.697,34.7999,25.4284,58.186,11,171030,"bottleID_0011",13.97,3.42,10.55,8.69,27.6,54.17,40.98,40,8.54162770633194,479.768041981289,0.024,NA,NA,20.03,11.941,7.597
"18","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,6,90,"2106-12-24T16:24:43",22.66624,-109.348,90.084,17.5075,34.7705,25.2128,65.973,13,171030,"bottleID_0013",12.78,3.26,9.53,8.02,27.4,53.78,41.06,42,8.3299966572543,492.917364669556,0.011,NA,NA,18.23,11.675,7.105
"19","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,7,70,"2106-12-24T16:24:43",22.66624,-109.348,70.211,20.7688,34.6852,24.3132,161.923,15,171030,"bottleID_0015",11.66,3.22,8.44,7.44,25.94,50.89,23.11,44,7.55205351217366,306.009484211777,0.311,3.928382332,14.46620865,5.21,11.694,7.408
"20","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,8,60,"2106-12-24T16:24:43",22.66624,-109.348,60.052,19.7367,33.9606,24.035,225.203,17,171024,"bottleID_0017",14.41,0.62,13.79,7.52,24.88,48.78,16.53,46,7.81654903383581,211.474397824998,0.167,4.679678918,14.26247729,0.2,10.664,13.557
"21","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,9,55,"2106-12-24T16:24:43",22.66624,-109.348,55.545,19.9682,33.9457,23.9634,228.16,19,171024,"bottleID_0019",14.8,-0.16,14.96,7.32,24.75,48.51,15.2,48,7.76324601198831,195.794387766761,0.048,NA,NA,0,NA,NA
"22","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,10,50,"2106-12-24T16:24:43",22.66624,-109.348,50.449,20.8474,33.8843,23.6834,230.509,21,171024,"bottleID_0021",14.91,0,14.91,7.45,24.31,47.65,13.06,50,7.56595751067217,172.615296630707,0,NA,NA,0,NA,NA
"23","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,12,40,"2106-12-24T16:24:43",22.66624,-109.348,40.341,22.6911,34.1885,23.4043,218.365,23,171030,"bottleID_0023",15.47,-0.37,15.83,7.55,23.77,46.59,10.82,52,7.16046759088568,151.107450214179,0.024,NA,NA,0,NA,NA
"24","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,13,20,"2106-12-24T16:24:43",22.66624,-109.348,20.28,23.7718,34.4453,23.2875,212.052,25,171024,"bottleID_0025",16.35,-1.73,18.08,7.31,23.83,46.69,9.62,54,6.93513731951046,138.713907984724,0,NA,NA,0,NA,NA
"25","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","1",2,14,0,"2106-12-24T16:24:43",22.66624,-109.348,3.143,23.7868,34.3864,23.2395,212.248,27,171024,"bottleID_0027",17.2,-1.9,19.1,7.65,23.71,46.47,9.18,56,6.93429499208509,132.38548418373,0.024,NA,NA,NA,NA,NA
"26","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,2,1000,"2106-12-25T00:56:14",21.99352,-109.095,1009.859,4.434,34.5242,27.3467,8.693,57,171023,"bottleID_0057",18.43,-1.01,19.43,8.71,29.46,57.88,63.2,58,13.0487135395,484.338933556065,0,NA,NA,44.35,7.5,3.72
"27","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,3,850,"2106-12-25T00:56:14",21.99352,-109.095,856.878,5.0812,34.4957,27.2518,4.966,59,171023,"bottleID_0059",17.73,-0.97,18.7,8.38,29.63,58.22,69.67,60,12.7378278183406,546.953538653471,0,NA,NA,42.85,8.02,4.6
"28","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,4,650,"2106-12-25T00:56:14",21.99352,-109.095,656.276,6.2484,34.4914,27.1051,1.22,61,170928,"bottleID_0061",16.16,0.24,15.92,8.2,30.32,59.6,66.2,62,12.1995830237591,542.641497427194,0,NA,NA,39.4,9.6,6.98
"29","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,5,500,"2106-12-25T00:56:14",21.99352,-109.095,502.317,7.6717,34.4898,26.908,1.59,63,170928,"bottleID_0063",17.31,2.82,14.49,10.06,30.63,60.22,58.75,64,11.5853518624003,507.105875572674,0.07,NA,NA,34.72,11.88,9.27
"30","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,6,400,"2106-12-25T00:56:14",21.99352,-109.095,404.329,9.1482,34.552,26.73,1.516,65,170928,"bottleID_0065",19.72,4.46,15.27,12.09,31.45,61.84,42.06,66,10.9895174260428,382.728361668791,0.07,NA,NA,29.48,15.24,12.71
"31","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,7,350,"2106-12-25T00:56:14",21.99352,-109.095,353.814,9.9284,34.5948,26.6343,1.17,67,170928,"bottleID_0067",21.42,5.29,16.13,13.36,32.18,63.3,32.76,68,10.6915612845633,306.40987904451,0.046,NA,NA,27,16.88,14.68
"32","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,8,300,"2106-12-25T00:56:14",21.99352,-109.095,302.135,10.806,34.6496,26.5245,1.133,69,170928,"bottleID_0069",21.48,7.34,14.14,14.41,31.79,62.52,28.57,70,10.3696323844779,275.516035098466,0.07,NA,NA,25.09,18.05,15.74
"33","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,11,260,"2106-12-25T00:56:14",21.99352,-109.095,260.368,11.6603,34.7223,26.425,0.211,71,170928,"bottleID_0071",27.7,2.83,24.87,15.27,36.97,72.88,14.9,72,10.0683648908449,147.988279740919,0.234,-20.76610777,17.05940908,23.38,18.66,17.06
"34","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,12,200,"2106-12-25T00:56:14",21.99352,-109.095,199.44,12.5209,34.658,26.2107,12.537,73,170928,"bottleID_0073",16.17,6.08,10.09,11.13,26.57,52.14,39.88,74,9.78480834330282,407.570578807461,0,NA,NA,24.74,14.04,11.96
"35","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,13,175,"2106-12-25T00:56:14",21.99352,-109.095,173.717,13.1499,34.6735,26.0982,16.166,75,171017,"bottleID_0075",15.61,4.83,10.78,10.22,25.96,50.92,43.18,76,9.58159847242231,450.655494741095,0.022,NA,NA,24.33,13.47,11.31
"36","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,14,160,"2106-12-25T00:56:14",21.99352,-109.095,160.737,13.4864,34.6587,26.0185,23.371,77,171017,"bottleID_0077",15.54,3.93,11.61,9.73,25.9,50.8,43.82,78,9.47658614617256,462.402803331221,0,NA,NA,23.83,13.02,10.49
"37","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,15,140,"2106-12-25T00:56:14",21.99352,-109.095,140.226,13.3385,34.3434,25.8186,57.108,79,171017,"bottleID_0079",14.42,2.94,11.48,8.68,25.16,49.34,42.8,80,9.53922251590619,448.673882264861,0,NA,NA,21.91,11.57,8.21
"38","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,16,120,"2106-12-25T00:56:14",21.99352,-109.095,121.251,13.1279,33.6489,25.3102,150.607,81,170926,"bottleID_0081",16.63,-3.07,19.71,6.78,22.74,44.54,25.64,82,9.64226049231143,265.912749613484,0,NA,NA,12.81,9.92,5.38
"39","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,17,90,"2106-12-25T00:56:14",21.99352,-109.095,88.27,16.0136,33.5341,24.6071,222.805,83,170926,"bottleID_0083",15.69,-1.28,16.97,7.2,23.14,45.33,13.25,84,8.7867407803708,150.795389680778,0.046,NA,NA,0.09,NA,NA
"40","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,18,65,"2106-12-25T00:56:14",21.99352,-109.095,65.339,18.0103,33.5766,24.1697,242.709,85,170926,"bottleID_0085",15.77,-1.42,17.2,7.18,23.2,45.45,11.14,86,8.25365581336851,134.970493704819,0,NA,NA,0,NA,NA
"41","ETNP 2017 HoHoHoDZ (Nicole)","12/24/16","","2",4,19,60,"2106-12-25T00:56:14",21.99352,-109.095,60.265,19.9823,33.8614,23.8896,223.41,87,170926,"bottleID_0087",12.32,1.59,10.73,6.95,24.34,47.71,17.49,88,7.76339095235408,225.288151882864,0.07,0.786281536,13.52650212,0,NA,NA
"42","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,1,1500,"2106-12-25T09:02:49",20.99424,-108.748,1515.918,2.8968,34.5903,27.5574,42.682,89,180619,"HoHoHo_89",19.83,-2.8,22.63,8.52,30.96,54.91,45.47,90,13.8309791673405,328.754742884507,0.129,NA,NA,43.99,6.65,2.89
"43","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,2,1250,"2106-12-25T09:02:49",20.99424,-108.748,1262.337,3.5188,34.5605,27.4758,24.035,91,180619,"HoHoHo_91",19.57,-3.46,23.03,8.06,31.07,55.13,51.71,92,13.5070302182033,382.837671676419,0.061,NA,NA,44.05,7.01,3.13
"44","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,3,1000,"2106-12-25T09:02:49",20.99424,-108.748,1009.026,4.4589,34.5231,27.3491,7.621,93,180619,"HoHoHo_93",17.85,-3.44,21.28,7.21,31.1,55.2,62.59,94,13.0365577009475,480.111402379256,0.073,NA,NA,43.84,7.43,3.46
"45","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,4,850,"2106-12-25T09:02:49",20.99424,-108.748,857.031,5.0253,34.5033,27.2703,3.731,95,180619,"HoHoHo_95",16.83,-3.22,20.05,6.8,31.12,55.22,68.76,96,12.7638881210619,538.707322939771,0,NA,NA,42.97,7.92,4.45
"46","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,6,600,"2106-12-25T09:02:49",20.99424,-108.748,604.83,6.8222,34.4867,27.031,0.758,97,180619,"HoHoHo_97",17.07,-1.28,18.36,7.89,32.18,57.34,62.03,98,11.946829922314,519.217235060337,0.097,NA,NA,37.22,10.4,8.03
"47","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,7,500,"2106-12-25T09:02:49",20.99424,-108.748,505.189,7.9539,34.4984,26.879,1.257,99,180619,"HoHoHo_99",17.29,1.16,16.12,9.22,32.19,57.37,57.13,100,11.4682027250996,498.160011376182,0,NA,NA,33.42,12.43,9.55
"48","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,9,400,"2106-12-25T09:02:49",20.99424,-108.748,403.557,8.4968,34.472,26.7772,4.382,101,180619,"HoHoHo_101",18.79,1.1,17.69,9.95,31.89,56.78,50.11,102,11.2502273490345,445.413220954158,0.121,NA,NA,31.69,12.89,9.77
"49","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,11,350,"2106-12-25T09:02:49",20.99424,-108.748,352.463,9.8287,34.5952,26.658,0.536,103,180620,"HoHoHo_103",21.58,2.61,18.97,12.1,34.08,61.15,37.69,104,10.7286380410643,351.302745565093,0.051,NA,NA,27.72,16.86,13.8
"50","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,12,300,"2106-12-25T09:02:49",20.99424,-108.748,303.072,10.6507,34.6431,26.5536,0.675,105,180619,"HoHoHo_105",22.92,3.8,19.12,13.36,34.74,62.47,27.12,106,10.4253960461371,260.134002391676,0.049,NA,NA,25.48,18.33,15.25
"51","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,14,275,"2106-12-25T09:02:49",20.99424,-108.748,276.778,11.1139,34.6685,26.4905,0.86,107,180619,"HoHoHo_107",24.14,3.96,20.18,14.05,35.55,64.09,23.09,108,10.259992888998,225.048888920379,0,NA,NA,24.63,18.29,16.02
"52","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,15,250,"2106-12-25T09:02:49",20.99424,-108.748,251.411,11.7177,34.7187,26.418,0.086,109,180620,"HoHoHo_109",24.41,3.57,20.84,13.99,36.31,65.61,21.95,110,10.0490449747056,218.428716910414,0.049,NA,NA,23.88,18.16,16.05
"53","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,17,225,"2106-12-25T09:02:49",20.99424,-108.748,227.695,12.0851,34.7308,26.358,0.659,111,180620,"HoHoHo_111",22.42,3.57,18.85,12.99,34.58,62.14,24.05,112,9.92473391372412,242.323876983172,0.001,NA,NA,23.99,16.91,14.91
"54","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,19,170,"2106-12-25T09:02:49",20.99424,-108.748,170.889,13.0088,34.6974,26.152,11.116,113,180620,"HoHoHo_113",16.22,3.72,12.5,9.97,29.26,51.53,40.26,114,9.6252091973186,418.276623132676,0,NA,NA,24.37,14.03,11.77
"55","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,20,100,"2106-12-25T09:02:49",20.99424,-108.748,100.383,17.3718,34.411,24.9695,90.948,115,180620,"HoHoHo_115",11.4,0.79,10.61,6.09,28.36,49.73,42.86,116,8.38104224033264,511.392244197768,0.193,1.725,13.941,14.88,11.72,7.48
"56","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,21,75,"2106-12-25T09:02:49",20.99424,-108.748,75.191,20.0425,34.128,24.0819,196.954,117,180619,"HoHoHo_117",13.26,-1.22,14.48,6.02,26.82,46.67,19.79,118,7.73870855646588,255.727423453167,0.264,2.851,10.86625356,1.79,10.98,9.21
"57","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,22,70,"2106-12-25T09:02:49",20.99424,-108.748,70.474,24.0752,35.0363,23.6421,190.498,119,180620,"HoHoHo_119",13.62,-0.84,14.46,6.39,26.48,46,13.76,120,6.85566617087769,200.709889557507,0.575,6.816,8.915107563,0.24,9.98,18.24
"58","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","3",5,23,65,"2106-12-25T09:02:49",20.99424,-108.748,65.472,24.3776,35.1254,23.6196,191.732,121,180620,"HoHoHo_121",14.32,-1.85,16.16,6.24,26.27,45.58,12.04,122,6.79494995383863,177.190414672566,0.743,7.015,8.819941375,0,NA,NA
"59","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","4",6,1,1000,"2106-12-25T17:21:38",19.99248,-108.364,1008.602,4.5133,34.5319,27.35,5.897,123,171031,"bottleID_0123",18.22,-0.91,19.13,8.66,30.02,59,64.54,124,13.0092076974093,496.110151372651,0,NA,NA,45.52,7.34,3.4
"60","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","4",6,2,850,"2106-12-25T17:21:38",19.99248,-108.364,857.146,5.1129,34.5138,27.2683,2.047,125,180614,"bottleID_0125",16.99,-4.28,21.26,6.35,31.42,55.84,68.99,126,12.7214325168247,542.313138939011,0,NA,NA,44.25,7.87,4.4
"61","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","4",6,3,600,"2106-12-25T17:21:38",19.99248,-108.364,604.067,6.9259,34.527,27.0484,0.023,127,180614,"bottleID_0127",22.24,-3.98,26.23,9.13,37.65,68.3,37.97,128,11.8991463578246,319.098520668516,0,NA,NA,37.19,11.27,9.71
"62","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","4",6,4,500,"2106-12-25T17:21:38",19.99248,-108.364,504.456,7.9117,34.5332,26.9127,0.034,129,171031,"bottleID_0129",21.31,2.65,18.66,11.98,34.52,67.99,38.99,130,11.483267586662,339.537502768703,0,NA,NA,33.54,13.39,11.36
"63","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","4",6,5,400,"2106-12-25T17:21:38",19.99248,-108.364,401.753,9.4699,34.6102,26.729,-0.013,131,171031,"bottleID_0131",34.55,2.72,31.82,18.63,43.49,86,14.82,132,10.8627791751671,136.429174901018,0.081,NA,NA,27.54,18.28,15.73
"64","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","4",6,6,350,"2106-12-25T17:21:38",19.99248,-108.364,352.446,10.0793,34.6372,26.648,-0.014,133,171031,"bottleID_0133",31.11,3.5,27.61,17.31,40.54,80.05,13.35,134,10.6332448364948,125.549634239409,0.129,NA,NA,25.96,19.88,17.42
"65","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","4",6,7,300,"2106-12-25T17:21:38",19.99248,-108.364,302.151,10.8635,34.698,26.5583,-0.025,135,180614,"bottleID_0135",37.77,-13.13,50.91,12.32,49.66,92.53,3.88,136,10.3464585520238,37.500754296658,1.373,-11.131,15.898,22.33,24.84,20.31
"66","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","4",6,8,250,"2106-12-25T17:21:38",19.99248,-108.364,251.677,11.7092,34.7445,26.4396,-0.012,137,180615,"HoHoHo_137",36.75,-9.52,46.27,13.62,48.04,95.2,4.09,138,10.0505046074858,40.6944741555932,1.804,-14.498,15.537,22.37,13.29,12.06
"67","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","4",6,9,200,"2106-12-25T17:21:38",19.99248,-108.364,200.711,12.1534,34.7489,26.3596,0.001,139,180614,"bottleID_0139",32.67,-1.59,34.26,15.54,43.86,80.79,8.81,140,9.90100837040823,88.9808357937663,0.799,-22.323,15.024,23.34,19.09,17.56
"68","ETNP 2017 HoHoHoDZ (Nicole)","12/25/16","","4",6,10,185,"2106-12-25T17:21:38",19.99248,-108.364,187.282,12.3367,34.7662,26.3379,-0.013,141,180615,"HoHoHo_141",36.32,-4.85,41.17,15.74,47.66,94.44,4.16,142,9.83942055078003,42.278912447443,1.756,-20.548,15.161,22.37,20.24,18.29
